rating,title,text,asin,user_id,timestamp
4,It tastes great.,"It absorbs well, is not greasy and no offensive smell. I applied it to an area that has had eczema in the past and it flared up terribly, other areas it burned and itched. I can't figure out which ingredient would have caused this to happen, but I do react to a lot of things, so this may be totally fine for most people.",B01KYKCT5E,AHZ2PN3LOUZSMBWKUXV6QFJEC2PQ,2016-06-26 19:43:29.000
5,Like the anti-itch lotion but could skip the drops,Delish!!!,B00TYQ7IBK,AEPFYSORBNP5L3XN3G5VU3PZGLRQ,2017-03-20 21:45:59.000
3,Great product,can't live without it!,B00J8RW0DG,AHUZ53I4SSB7NA3QOLG6UHCULFSA,2017-10-04 01:55:51.164
3,It works,Incorporated these into my daily regimen and saw zero results after finishing the bottle.,B00ZJRG1NO,AG2RTTTQKGNHHM6ECFQJEUM75WEA,2018-11-04 20:08:39.051
4,Dogs,Husband takes this to control gout Works great!,B07LBMQR5T,AHOO2KJGITJ7ZMM6WPBRHRSCJGLQ,2015-08-06 20:05:17.000
5,Five Stars,"Love this product, keeps me from colds all winter❣️",B00476B8U4,AHCAXV3MJ4J74JKV5LJFYFGRKLNQ,2021-09-24 14:10:15.355
5,Five Stars,Tastes like cinnamon. No odd aftertaste.,B07SWJ3QJQ,AGIMQPKDNQBLJFZFPDPHPZUFWEPQ,2017-12-06 17:41:08.437
4,Not displaying anything,My skin looks so much better. Its healthier instead of using over counter lotions filled with chemicals. And one bottle is lasting a long time so good value.,B072C63Q3S,AGAZ4UCXTQ2LMGORTM6DUXVY7QFQ,2015-01-01 23:27:04.000
5,Four Stars,"I bought this for my 11 year old son. He has been on adderall, and I desperately want to take him off of the medicine, but don't want him to suffer academically. We are almost a month in with Focused Mind & I'm starting to see it work for him.",B07SYNTL34,AFULX7GSVKE3AFQKDP7VQ3BQ5QRQ,2013-06-19 12:54:43
2,GREAT PRODUCT!!!,I've suffered for years with Candida. 5 a day really helps to keep symptoms at bay.,B07KML9JDP,AESC43BV6CBID5MY2H23JT47NH4A,2018-08-25 13:49:48.412
4,Great watch for my 9 year old,"Word of warning...it does help you fall asleep, so beware if using during the day.  The first time I received it I used it right away and applied a full pump to my arm.  I was sitting watching tv and fell asleep within minutes. lol  I then read more reviews and saw that people do use it to help fall asleep at night.  Well, now my go to product to fall asleep at night.  If you are like me and your mind races the minute your head hits the pillow...this will help!! I apply a full pump right before bed on my inner arm, where my psoriasis is and then rub it in both inner arms.  It really helps the psoriasis stay controlled and helps me easily fall asleep!! I highly recommend it, but again, if it makes you sleepy like it does me....use at night before bed.",B07BKTCQ81,AEZAXKUC6ACNIBW326NG433Q7CCA,2020-06-27 17:05:12.862
4,Cured my arthritis!,Very inaccurate; off by about 3 degrees. Works quickly though!,B075BL4817,AGHUGO2SYOJPOWI6VM7R4IYLMGLQ,2019-09-19 05:59:31.211
4,Five Stars,Great product,B078SBDGGB,AGQQSCTKFOSBBOIIZR2HGKXQQMVA,2015-03-11 01:04:21.000
5,These are great supplements for people of all ages,"My son was usually pretty bad about taking supplements but this product is really incredible. We call it &#34;brain medicine,&#34; my son no longer fights about taking it. he gets mad when he cant have more than his dosage. It tastes so yummy too.",B0115TWMAK,AEOYJ6PWPKZJN44NFNMSWSIE6XOA,2017-12-24 14:14:58.152
5,Great but not easy,Seller did fine. Product is hard on your stomach though.,B017DT4HM2,AGKHF65IKJTARFSOPNMH3PT5AJDQ,2021-08-10 16:25:57.038
4,Nothing.,I ordered January 9th 2018 and when the bottle came silt was expired dec 2017. Not cool.,B01A90FMHQ,AF4M7TCFIG2CEDOQHNNQQZG5KKLA,2020-06-05 02:53:10.738
4,Niacin,It’s a vitamin. What else is there to say?,B01K9C5ZIA,AFQVJUQZDCPZZXEHCFCFSUTKIW5A,2020-02-17 05:12:28.548
5,Good product.,This product has definitely help with my weight loss. If you don't exercise or change your diet this will not work for you. Don't be lazy get active and you will be good to go. HUGE!!,B072C63Q3S,AFJRK5LNXNDXSI7JTOKE6ZDOUQJQ,2020-06-11 14:48:53.204
1,It will not last long,"While the product may be well made, it had zero effect on my anxiety symptoms.",B00HSGSCCC,AEKFFEUWC5KBULC7W2SQKG4T4YTA,2013-05-12 22:42:43.000
2,Works for high blood pressure,Liked it,B002VLZ8C6,AHHS74Z7NND4TZRFTTSJVGAK4L4Q,2020-12-16 22:05:24.279
5,Stinks really bad,"My eye doctor recommended this brand after LASIK. Even though this is vegan, there is still a strong fishy odor/taste that is not fully masked by the berry flavor. It tastes like sweet cranberry fish. I mixed it into yogurt at first and that was... odd. It tastes worse on its own but at least it's one swallow and done.",B07SYNTL34,AEJRNCQGUHK4LJQDC7P2I6XPZ56Q,2020-10-22 23:48:57.720
5,Just seems like what my body needs,"Not sure this product is really working. I take 2 a day and its been almost 30 days and have not noticed anything, not even an increase in nail growth",B000OO7H6M,AGU4XCOWX4LB6VUV7DEWZSPBF4KQ,2020-11-02 15:40:54.214
4,Mosly alpha tocpherol,the best for very dry skin,B07SYNTL34,AFPOIFXD6QNNLXCRL4TAHO4GAZ4Q,2021-10-27 13:35:31.087
3,Good stuff,Batería descarga en pocos días,B078SKP5DX,AE3BQUBJNXEP7FRKLEYW5IQC7XNQ,2021-04-15 16:54:15.463
4,Filling & Tasty,"Great product, stopped my late nite leg cramps!",B0038MVQHI,AFGNKXGMJNT7CB7LORG34UV72XIA,2019-03-17 19:57:39.829
5,Definitely helps with mental clarity,Really nice scale,B07DTLLHCD,AFNIV34LQAGE52FIFTCOPDATQROA,2019-06-26 03:46:51.531
4,Great Scale!,I needed this even paid extra shipping.  received it and battery wss. &#34;lo&#34;  couldn't use .,B008PPXD9M,AEMHJ6GVL3BRUJDIV4VUJLCB74OA,2022-09-04 16:00:10.608
3,This is a really nice thermometer. The tip is super flexible,This is a great thermometer and very easy to use.  I needed a new thermometer as mine was actually 62 years old!  I am so glad that I found this one...wish I have gotten it many years ago!,B002VLZ8DU,AFIDXHV46376W2GL7VLGZP6IGMAQ,2017-12-07 06:02:00.178
4,My husband says these are an amazing value.,very happy with the scale.  it's about 8 lbs  heavier than my old scale...i'm afraid it's correct~lol,B07NQ55D5Y,AGRD24DY73LFHT5OVXAN3KIPVPIA,2017-01-31 21:21:30.000
4,Smells great!,"Accurate, easy to clean and doesn’t break.",B06XRGJW8P,AEP5VVMIHJA6UASD65PRPV3RLZUQ,2019-07-23 06:28:04.337
4,Five Stars,"Little difficult to get a weight at times as you can't move or it wont' read. But, other than days my balance is off a little, I really like this scale and would recommend it to others.",B019K1IMFE,AH4X4ZPPXBAK3GGV6XB5DRTF7EKQ,2021-01-31 00:28:53.100
3,Do not get this one.,"This stuff tastes nasty, but I put a serving in my mouth and quickly wash it down with orange juice. I tried adding it to the juice, but it makes the juice turn colors and taste gross. I'm still giving it 5 stars because it's a great source and I can already tell a difference with my muscles = less cramps. For my husband, I used empty capsules, which is one reason I like BulkSupplements.",B01AHJ6AMK,AF6ZXJCVG3GSUQUVDGRUPRQIYIUQ,2020-07-24 01:23:25.717
5,Five Stars,Works great!,B00VWID4YS,AHHVZGPWHZURJNHDY2Z3KBNQG5DA,2017-10-28 22:01:14.595
5,Great product! Exactly as described! Will clip onto poles in tent!,"great vitamins, good price",B07M5X9BWL,AFVXQUN2W3ODWDNWWDG3PD2FRBMA,2019-10-29 18:43:53.096
4,Love it!,Very good vitamins! But I recommend you order them from Dr. Mercola website directly.,B000FGXMWC,AHFW7QBARTH2NGDGH3K25P6DZ6VA,2020-05-06 02:19:53.985
2,Looks like a great thermometer,doesnt work half the time. the scale can be off by alot. I've seen it off 20 pounds one time.,B01A90FMHQ,AHQYREORJ5A6OUUGQYOCUKNE7OJA,2021-03-25 02:11:05.815
4,Easy to take,"It’s fine . Was worn in the shower , and sleep tracker stopped working . A friend bought this via my account , and that’s what they said happened .<br /><br />Outside of that , still working for all other functions and the vibrate alarm is what they really bought it for .",B00RU8MEUO,AFCWQZ4YU6CMFOUUJD2VWYKZI5TQ,2014-10-21 16:49:56.000
4,Good scale,If you are going to order these do it during the winter. It took over a week to get them and they were all melted together.,B01MAYOFFN,AESZIF3DYE3QORLKXTJRZE5745XA,2019-08-16 17:04:18.759
5,Delicious,Great product!,B000FGXMWC,AFDNOHOHKVFKKO6B6XDFO4OCRFEA,2018-04-23 01:34:34.302
5,I don't know if this thing works for gray hair ...,Nice easy to read,B002VLZ8C6,AGGDHUCUVEHZVBUT5EHELIPDF3YA,2014-05-14 19:10:33.000
5,But the scale is nice looking and was packaged well,An excellent natural supplement that effectivly & significantly reduces symptoms of general anxiety disorder w/o side effects.,B00UI2139W,AGU4XCOWX4LB6VUV7DEWZSPBF4KQ,2023-02-07 17:12:19.922
1,very satisfied - beat back candida,My package came with name and address Handwritten from Asia without any type of Amazon labeling and my gmail account was hacked shortly after by someone peddling beauty products from Asia,B07PR5SVZN,AGFFGGCXC7O3NNHMMFAGJAZXS6GQ,2013-11-17 11:59:54.000
4,eh,I liked it.,B07M5X9BWL,AHQKD35B7TESW6ZG7QQQDXC6FZJQ,2018-01-05 20:16:46.618
4,Don’t think twice!,Perfecto,B006FQC6P0,AH4PVD5K4PPU6UIWSZEK3Q6AWWVA,2013-11-13 12:22:08
1,Too sweet,"I've tried another brand of lavender scented petroleum jelly, but it had a strong chemical smell and it gave me a rash. This brand did not. Totally worth it!",B01A90FMHQ,AFY4FC7VH4JIV5CEGRIPLLTHK6PA,2021-09-24 15:30:19.076
3,Breaks after 1st month,Gave me hives and its not a b6 reaction bc ive taken suppkements before and b6 is part of my multi vitamin. Not pure quality I suspect.,B00UCG08LS,AF4TWA3A3ALXSBCK4IZ67KPGCUNA,2021-08-27 13:21:55.975
3,Very great product,On time.,B017DT4HM2,AEEBNIDAPNMLWC55R3TG5IVOXCQQ,2016-10-23 18:39:22.000
3,Have to go on and off the scale,leaked all over the package and onto my rug!!,B01MXYAQGU,AEYC7JVCJ5WUJNMTWVR2OIWGXDBQ,2021-07-21 13:10:41.889
1,it is just something you'll buy. and the price is lower than a lot of other stores,Delivery was fast. I’ve been taking this product for 10 years now. It makes my skin glow. I am happy to find this seller that ships fast. I will buy again next time. Thank you seller!,B07SYNTL34,AHH6KMN6GKJNKQSKSMXV5Y4UOPFA,2020-05-26 02:44:27.975
3,Only use 1 drop.  This item could be dangerous do not leave out!  Good Seller.,"Especially in the summertime, I found this product great for my skin; very soothing and beneficial to my skin.  Very good",B00ZB2JORC,AFGIINNKUWD2ZGNUEQ3F65RGFK7Q,2022-02-08 18:51:27.732
3,Lots of features for the price,"After further research, I decided that what I purchase was an excellent buy.  I’m happy and pleased with the value of money I spent and the quality of the product.",B07V822KWB,AFZMW4XF6HIKZNSYAHL4ZQ64F6NQ,2016-07-22 23:39:07.000
5,Great thermometer!,The color is brown and the smell and taste isn’t pleasant.. I think I received a faulty bottle.. and you can’t return it!,B00VWID4YS,AEMZEV7O2GGYD7M7MRLAMDFMY6KQ,2016-11-22 19:57:41.000
3,Disappointed that they don’t stay on.,"Have been looking for a liquid vitamin for a long time. Now that I have tried this one my search is over. Have been taking for 2 weeks and already I feel the difference. I feel stronger and have more energy. I take an oral chemo pill that zap my energy. Since taking this vitamin, I'm back in the gym 2 days a week. really",B01IDMD0FI,AE2KCTAO5P2QCDBWF3IV22CGKFTA,2020-09-18 18:01:42.483
5,Five Stars,I bought this to help with ecsema inside my ear and it helped so much!!,B00L3LC7MY,AGJOAY7I5JQRQN7T3FPALBAZHBMA,2018-02-28 10:01:49.809
2,Nutritional value,"When I first step on the scale I get one number, then when I step on it again I other number. But when I step on it for a 3rd time I get the same number as 2nd number. I don't think it's all that great.",B00J8RW0DG,AG674FU4V4BS4EQU73S53OKPBDUQ,2017-08-02 13:06:58.689
5,Five Stars,Great,B00F7OZJOQ,AFHXZ7N5ZYC5N33FX6GFLAJR75WA,2017-12-02 16:16:34.781
4,Don't waste your money,Child did not like it:(,B00F0T41GU,AFVRL46RYVJOF32PHPM4LGJ5X4LA,2022-12-14 19:34:22.318
5,counting my steps,i haven’t been taking the Biotin long enough to see any real results. The pills are small and have no after taste. I am happy with my purchase do far.,B01A90FMHQ,AGBDU7HXNTIC22CORNGOIKX2BIWQ,2020-12-07 20:02:08.645
4,Not accurate - Update: got a replacement,"This product tastes so good, it is hard to keep the kids out of it not to mention my husband! Great product and good for the whole family!!",B00454A1HE,AE447WRJYM2ZKNAYMKCYGJCSY62Q,2016-03-31 14:33:04.000
3,Best one out there!,My trainer suggested I start taking an omega supplement and I picked this as I’m vegan. It’s incredibly sweet. It reminds me of children’s medicine. It’s too sweet to take alone so I mix it into a big glass of water.,B00B7FQNH6,AETBPCV6IP3SQB7MHR2ST5B7WPIA,2022-02-25 16:20:38.673
3,One Star,Supportive to your immune system and easy to take!,B012QF80G2,AEBOQ2TSIGRODBGPU527OSUI2WBA,2020-03-05 15:21:09.645
4,this is a very nice scale and the numbers are large,I found it very helpful to set up alarms and reminders to move. The connected app is easy. A 10-year-old girl found it fun and simple to use and all her friends wanted one too. Waterproof.<br />Supportive and quick customer service when we had a question.<br />I bought two and had some issues but solved.,B00O8W7NVU,AF4U3CJVDGKJZNOJX6NY6MQDXONA,2017-06-29 16:54:48.810
5,Love it,They taste amazing,B006FQC6P0,AHY5HVIUFFYQCZFNFZ7MISK2P7CQ,2018-09-19 01:55:01.041
4,perfectly fine. Works as expected,They are exactly what they are supposed to be.,B07SYNTL34,AH4L4MGOQYLRUR4K4MZFTFDCHIRQ,2017-10-26 01:46:51.933
2,easy to give and love this is an organic version ...,"My doctor recently recommended that I use &#34;magnesium glycinate&#34; for my severe muscle spasms, along with other prescription medications that I currently use.  He said that it would possibly have the added benefits of better sleep & problems with constipation.  I found that this particular &#34;magnesium&#34; product is not easy to find in the drugstores so I turned to Amazon.  While looking @ the options I noticed that the description of most &#34;magnesium glycinate&#34; indicated that the supplements were quite large in size.  I have extreme difficulty in swallowing pills so I opted for the powder form.  I must say it is working very well.  Was not looking forward to drinking a nightly mixture of this but to my surprise it is not unpleasant at all.  I can say that it does help with my insomnia & I am just starting to notice a slight difference in muscle spasms.  Started with 400 mg. nightly & am to increase dosage slowly.  I would definitely recommend this product as it is easy to take & the cost (@ Amazon) was very reasonable.  Only gave 4 stars because I haven't been taking it for a long period of time yet.",B000FGXMWC,AF6ATHNI5672ULMU7DJ4PWNHGSDA,2016-07-29 18:32:13.000
4,Affordable and good quality,Works great for the money. No need to spend lots of money. This product does it all.,B01K06SSYI,AF5MI4NUGYIZUSWZVOHAKLLHTWAA,2020-08-06 19:26:41.357
5,Love it!,Love this product,B07SYNTL34,AHHCUXT5CSWY2DQJ6I27WXZYS27A,2017-02-04 05:49:32.000
5,Beautiful and at a great price,"The product is fine and I have now ordered it three times.  However, on the last two orders, the product arrived way past the last expected date.",B01IHCQS3U,AEKQHXR4ZX7UOWS4SNLE2JQUFZRA,2017-10-07 15:51:43.790
5,Affordable,"I bought these for my young granddaughter. Her mother was concerned that she wouldn't be able to swallow capsules like this, but I insisted she try, and it turns out she has no problems at all, as the capsules are really small. We like that there is no sugar, no artificial sweeteners, and actually nothing extra at all. My daughter showed the ingredients label to the pediatrician, and he gave it two big thumbs up. Five stars!",B07SYNTL34,AGAJS5MCFV6OWXYSY4BXSUSFYKIA,2021-06-25 19:18:52.111
4,Works well for me,"Easy to use, good flavor",B008A0PVM4,AFC6VVON5LCRMFZ2X74EAXDMWFDA,2022-10-23 12:47:13.006
3,Great Activity Tracker,I've used Biotin for several years. This works well it's easy to swallow much smaller than most,B07S44T2YD,AHO4WPT2FD5IYNDATPVYFCUUBPFA,2017-01-28 05:28:02.000
4,Five Stars,I felt really good while taking these vitamins. Price is similar to what I usually pay. I noticed I didn't get as tired during the day.,B07KC36SQB,AENTCYW3L6UXVQILCCLGN4QT7DFA,2018-08-18 17:49:36.104
5,Good product,"I use a couple of drops in a glass of water a couple times a day. The taste is diluted enough this way that I can tolerate it. It smells exactly like I remember the riverbank smelling when we catching crawdads as kids :) If it smells that bad, it's got to be good for you, right?!",B00454A1HE,AGQYFGDKEKQY422X3QJHMW2F5PHQ,2016-07-21 13:22:17
1,👍,This soothed my eczema within an hour of application. I'm literally without words right now. I am finally able to get rid of my steroid cream that was prematurely aging my skin. I am absolutely THRILLED with the results!,B07SYNTL34,AFBDAU52QSJME466SO3DC5CML23A,2021-06-15 06:41:58.654
4,Great probiotic,This is pure magnesium glycinate powder. I like this much better than the tablets with binders. It is a pure white powder with no smell...works for me. I haven't run any tests on product so only rating of perceived effectiveness,B07SYNTL34,AF7KHOYUEFUL4XAFZCPK2ASI775A,2015-02-11 18:48:26.000
3,Looking Good!,Good price and delivered very rapidly.,B071YPN65Y,AG7EKU4CCVZ5FTD5YKHHDX6BYDGA,2014-11-22 15:37:21
4,Great enteric coated capsules,I would need to speak to the male relative to get a feedback on how it worked for him. At this time I can't give an opinion.,B0018AQAQY,AGTM2PTNIZZGR2RHIEWJ5ZXMDRNQ,2016-07-16 04:19:28.000
4,Uneven gummy sizes makes dosage uncertain,I like this prebiotics because it is plant based.,B08QVXG5XW,AGEIONMQDZFLN4Y4TXJSJYPXFBSA,2023-03-08 21:12:29.067
5,Five Stars,Thanks.,B078SBDGGB,AH25JNK3PSUYN67MD5YOPYXYFNDA,2018-11-15 03:03:24.858
4,Fits well,"Do not buy, this is a very poorly made thermometer. Mine broke after just a couple of uses. It feels like a really cheaply made piece of plastic.",B07SYNTL34,AGCE7HPPHEAXDKWBS3XTG4PAP5VA,2012-11-29 13:57:36.000
1,but my teeth are feeling better already!,It works good.,B075Y6DQFL,AFVZMYBJQO6MQWNITTTA6BNGTAMQ,2021-10-11 11:51:14.212
4,Bathroom scale that is only a bathroom scale.,"Primary consideration fulfilled, this is not a gel product, allergic to the gel that is used in used in many medications.  No medicine after taste, small enough to swallow.  Will reorder, very reasonable pricing.  Thank you",B00VWID4YS,AFPHWY7VGB42XKUFQFMXJ6LQVS7A,2015-07-23 11:29:38.000
4,looks great,Don't forget to buy batteries! It takes 2 AAA's. ... works great after you put the batteries as do most things. ;),B07735KSRM,AGMVKS7Q6TVPZJGN23T4W3P7WDBQ,2013-03-19 16:19:54.000
4,Seems to be killing a 4 year fungal infection.  Like everyday starts with a hang over feeling.,"It works fine, I only wish it would be off by a few pounds in my favor!",B07M9NMSNN,AGCP3JYOL3FACTCSPTZKHDYNNXUA,2017-11-04 15:30:13.846
4,Five Stars,I drink this daily!. It gives me so much energy. Can't go a day without it!,B07P8XK1ZP,AFIYWIXYS6G63QRBVIN3NWMVFQJQ,2016-01-15 16:35:18.000
3,Some are better for you and better absorbed,I've tried a few different kinds of spirulina and this is my favorite.  The flavor is mild (it does have a strong smell though).,B07SYNTL34,AH6FWOPQFGXYVEP5WVJP7OK3F67Q,2017-02-05 20:41:09.000
5,Appearex,"Excellent quality vegan source, doesn't have a lot of extra added ingredients which I liked since I am pregnant and just trying to add biotin to my diet.",B01A3PAZA6,AFSP23X3ILAZXWXQAIJEJEWQXIVQ,2018-08-07 00:26:42.254
4,Saben bien,"Looks great, works great... no complaints.",B00UCG08LS,AECAIXWIKXKCCC5WRIEIEJI5Z2SQ,2014-09-04 18:12:51.000
3,no headline,The taste is ok but I think it is a little strong (thick tasting).  I can still swallow it just fine--I drink it right off a spoon each day; but I really prefer the chocolate flavor.  The price here at Amazon was much cheaper for this flavor than it was at my local Whole Foods so this is a very good source if you like this flavor; especially if you sign up for the subsription.,B00068SETK,AEB4H3QL5VFE3SKXL552OZ3OJOAQ,2016-11-22 19:57:41.000
5,Best one I’ve bought,I was well please with the scale.,B078RPQHGR,AHU4VWOHPZ5HMOC5INRFTFNJT4PA,2021-11-01 16:16:18.990
4,Not too big,Good product but please send instructions on how to set it up next time.,B00454A1HE,AE5EFFUN66M464CLMNSPQGYRS7AQ,2014-08-16 19:30:29.000
4,I love it,You're not going to find a better quality deal for this price. I switched to MD Life a few weeks ago and it works terrific. I recommend.,B00VWID4YS,AFGFXS2ZEJMRDQFSN6BNP2UNOVZQ,2020-05-18 23:56:05.351
5,Good quality,Great value much cheaper than paying retail.<br />Very good and yummy way to get your fish oil goodness and benefits,B015GN35NE,AE4KGKOXDNI72VI34JZHFMIGDQTA,2016-06-25 17:24:53.000
3,My weight,Good taste and easy to mix with water!!,B003EX82HS,AE22EF57IWBRYFUCRPUY7NUT2H5Q,2017-09-17 18:09:41.623
5,Good products,"I have eczema on my hands in a terrible way. No dermatologist has been able to clear this up even a little.  I had done some research that said Vitamin D3 could be good for this, and I tried it as a last resort. Within a week, I had SKIN ON MY HANDS again instead of red broken and bleeding places.  It burned a little at first, but it no longer does.  My hands are not perfect, and they still peel at times (especially if I've been cleaning--hubby does our dishes due to this).  Even with gloves, my hands crack and peel, and with this, I can heal far more quickly.  I would say if you have eczema as badly as I do and the doctors are not helping you--GET THIS NOW!!  It helped me immensely.A",B01ATZCMMO,AHYU6REKVU5AJ44WJMHVAAYAUF6Q,2019-06-01 06:33:58.640
5,Wonderful purchase,"This is the only type of vitamin D my daughter will take, I'm upset the price has gone up so high recently on them.",B001KYO2KY,AHQT3HWYFYFJQXAKJVGIAEXCCX2Q,2019-04-04 10:02:21.411
5,Three Stars,"Cheap, doesn’t hold a charge, very inaccurate. It was a complete waste of money. Spend a little more for a name brand product rather than throwing your money down the drain with this junk.",B002VLZ8DU,AEWUSUNMORF2FVKLUWOVBBTS3RFA,2016-03-20 20:55:36.000
5,Three Stars,"I like this product, but have only used it for a few days.  Packaging and shipping were fine.  Foil pack is high quality, durable.  the powder is fine, and appears clean.  thanks for a nice product.",B0075JQ68O,AFBA6X44WEAXXGV64VKPLGIBSHHQ,2015-05-27 13:24:56.000
4,Not for me,Was good,B017DT4HM2,AE5ZGCTCCNCU7OSUCBSQLHV7XHMA,2016-03-14 17:01:50.000
3,Nothing.,Happy with purchase.,B001KYO2KY,AGV7DINONQRKHUTUZ2EFIMNP2OMQ,2020-11-20 00:40:18.929
3,Healthy hair,My 19 year old son loves them! I had been looking for a quality pair of glasses and these are it.  Best price I found online.,B07V3G8RNN,AHHBPZDJR4PLEGSPW62PW4YUNC5A,2016-05-03 15:26:57.000
4,Great product!,"Quick delivery and my son loves the taste! He hasn't likes some of the flavors, but this one (lime) is really good.",B07SYNTL34,AHJOZKJVFIBKXA5EQDWSU7SDBWQA,2017-04-21 13:01:38
4,Absolute essential ingredient in any systemic candida eradication protocol. ...,This is the only place that I could find regular strength (325 MG) crystalized asprin.  Extra strength (550 MG) I can get everywhere but not the regular strength.<br />My wife is on a daily asprin regiment and I wanted the faster acting crystalized asprin and could not find it in the standard dose of 325 MG except here at Amazon.  Thanks Amazon you always seem to come through.,B07SYNTL34,AHPFQQOWYYF5ZAPHTZWLR5KEYEXA,2020-03-11 14:57:11.462
5,Outstanding & Well Balanced,"I am a night owl, but recent developments are forcing me to fight my batman tendencies and go to sleep earlier. These seem to help, and maybe they will extend my life too, I will rewrite a review in another 100 years.<br /><br />Daniel S. Cruz, Southwest Florida Attorney.",B0088QBRFU,AES6QRFSS4KIFXN6QUY3E3MZSENQ,2017-05-27 03:48:55.000
5,Taste so GOOD and quantity for price is awesome!,"Pretty, but didn’t work. I added batteries (it didn’t come with) and it wouldn’t turn on. I flipped them because I can be a simpleton and thought I put them in wrong. Still didn’t work. I got new batteries fresh out of the package and repeated the process. Still didn’t work. My mother jacked with it for 5 minutes. Never got it to even turn on. Pressed the little button several times, held it, and even did a little pattern with it each time I changed the batteries. Never lit up. 1/10 because it’s nice looking. Definitely returning.",B0187X1EYW,AE5AXA6KATQY4OHGG3J7EERZ3PSA,2020-02-04 06:41:34.991
4,I ordered this item because I work at a vet ...,I could not open the container as a part of the cover was stuck. I had to pull the part of the cover that was inside the mouth.<br />I also found that the creme was too dry and it was not coming out easily. Seems to be old.,B07SYNTL34,AGSHISB26M2BBM3VBQ4WYOYDAIFQ,2020-03-22 00:33:24.499
2,Super nice,"I took the whole bottle & saw no results. I was so hopeful; therefore, was very disappointed. Would not purchase agai",B078G8FRGQ,AHU2XC4QAUOK537DNXU25SPXKR5A,2018-04-16 18:38:37.240
4,👍,I like the watch which does exactly as I needed. I knocked off one star though as the pink band has discolored. I love the color and have gotten several compliments on it. I just wish it had fared better.,B017DT4HM2,AFQSITJMS56GUJ6WVM6JNLMBSRAQ,2015-10-10 02:12:58.000
4,GREAT BANG FOR YOUR BUCKS!,These have really helped with my gout. No flare-ups in months.,B0002DUEXS,AGRZP6SXA64PJN2ZVJGRBZMUYXBA,2021-03-29 11:17:53.703
3,Choline Bitartrate liver - mind supplement - Vit B,"Thank God for this specific product because it actually works and in combination with Thorne Research's Bacillus Coagulans it really kicks it up a notch. I suffered from systemic Candida infection for nearly three decades and it wrecked havoc on every aspect of my life from stability to spirituality. I was depressed, inexplicably weak and melancholy most of the time due to systemic Candida infection. None of the allopathic physicians and most of the naturopathic doctors I went to didn't know what was going on except one doctor in New York City - Dr. Armeni Harris. I went &#34;under the radar&#34; and the doctors begun to think I was crazy because I would constantly tell them something was very wrong with me. Luckily someone was able to correctly diagnose me , but he didn't recommend this specific supplement and I had to find it by myself based on Amazon reviews which helped dearly. Thanks Amazon community!<br /><br />For those who have been suffering for years with Candida I highly recommend Thorne Research's Bacillus Coagulans because if Candida has had its way your probably suffering from &#34;dsybiosis&#34; in your gastrointestinal system. This means if you just take something without taking Bacillus Coagulans probiotic your basically sending it on a suicide mission inside your gut. You need something to balance out the candida overgrowth with beneficial bacterial growth within your gut which can withstand the stomach acids and the hostile environment of your imbalanced gut due to Candida overgrowth. They work best in unison, please watch your diet as well stay away from yeast and sugars if at all possible when you chose to eat. Thanks for your time.<br /><br />February 8, 2017<br /><br />Hello Amazon community, I just found out the root cause of my systemic candida, stomach distress, brain fog, low energy levels, extreme fatigue, breathlessness, and the psychological issues that come along with it. I have &#34;low adrenal function and leaky gut&#34; which was not diagnosed in my youth. This alone has created the environment which candida and all the secondary issues has spread, I am being treated at this time for it. I am still observing LOW MOLD diet (Jill Carnahan)  which can speed up adrenal cortisol recovery with the proper supplements. I have deleted all my other tips because this the &#34;root cause&#34; and if your looking for &#34;adrenal fatigue specialist&#34; I recommend you do it asap especially if you suffer from depression, suicidal tendencies, introverted - lonely behavior, no luster for life and other mental issues created by acute adrenal failure and leaky gut - Restore for gut health really helps (March 4, 2018)<br /><br />Disclaimer:<br />I am not a doctor, herbalist or a alternative physician just someone who cares....",B00GU2HKS2,AFFCORDLD5PLGQIIBWVUJJ6P2Y4A,2020-07-14 00:42:03.935
3,Tablests turning a bit yellow in places,This thermometer is great. It works incredibly fast.,B01LMPJG1A,AEC7PPREAHFNFWNGPUHNLLWV4IPA,2017-07-19 18:43:34.087
2,The best Barlean’s has to offer.,"My doctor put me on these during my battle with Lyme. Pills are small, but the taste isn’t that good and you can’t really put the pill in and drink before the taste gets in your mouth, but other than that, it’s a good product.",B07LBMQR5T,AEK2DLA4X2JHOH5M7II5WUQIZ4KQ,2016-03-01 22:58:13
4,NOW never disappoints,It seems to have developed a bit of a gummy/gunky type collection of the product on the dropper which isn't optimal. It hasn't seemed to really affect my ability to use the product. It is more just offputting.,B06XXW2FKQ,AFLMHHCIVKBBSUWTVDM3YSEFK4UA,2020-04-11 15:59:11.701
4,"Seems good, not very tasty.",Excellent Thermometer! Quick response and very accurate. I would recommend this thermometer!,B00ZB2JORC,AFIXAKZ5CFJVDSZYSHZFSCC3LDLQ,2017-02-28 01:47:06.000
5,The taste kills it,These for my Litmann Cardiology a bit snug. It was hard to push on. They are a little firmer than I am use to. They’re not as confirming in the ear canal as Litmann brand. Great in a pinch though.,B00YFP8UNA,AHRMVOYFZOMD77SGRK7YLAOOZMOQ,2016-03-28 23:29:47.000
